PHASE,TASK NAME,PROJECT,START DATE,DUE DATE,NOTES
โครงการย่อย 3 จ.ลำพูน,สนับสนุนการบริหารจัดการน้ำเชิงพื้นที่และการแก้ไขปัญหาหาด้านน้ำ (ถ่ายเทคโนโลยีเกษตร),โครงการย่อย 3 จ.ลำพูน,2026-06-01,2027-05-31,"Months: 9,10 | Weight %: 5.0 | WBS: LP-T09 | Estimated cost: 209050.0 | Document: LP | Status: Not Started"
โครงการย่อย 3 จ.ลำพูน,ติดตามหนุนเสริมการดำเนินงาน,โครงการย่อย 3 จ.ลำพูน,2026-06-01,2027-05-31,"Months: 1,2,3,4,5,6,7,8,9,10,11,12 | Weight %: 2.5 | WBS: LP-T10 | Estimated cost: 104525.0 | Document: LP | Status: Not Started"
โครงการย่อย 3 จ.ลำพูน,เวทีสรุปบทเรียนและถอดบทเรียน การพัฒนาองค์กรผู้ใช้น้ำผ่านกลไกความร่วมมือขององค์กรปกครองส่วนท้องถิ่น,โครงการย่อย 3 จ.ลำพูน,2026-06-01,2027-05-31,"Months: 11,12 | Weight %: 5.0 | WBS: LP-T11 | Estimated cost: 209050.0 | Document: LP | Status: Not Started"
โครงการย่อย 3 จ.ลำพูน,สรุปบทเรียนการดำเนินงานและสังเคราะห์ความรู้เพื่อวัดผลลัพธ์ที่เกิดขึ้นจากการดำเนินโครงการ,โครงการย่อย 3 จ.ลำพูน,2026-06-01,2027-05-31,Months: 12 | Weight %: 2.5 | WBS: LP-T12 | Estimated cost: 104525.0 | Document: LP | Status: Not Started
โครงการย่อย 4 จ.พะเยา,จัดตั้ง/ขับเคลื่อนคณะทำงานระดับจังหวัด และจัดระบบข้อมูลกลางเพื่อการตัดสินใจ,โครงการย่อย 4 จ.พะเยา,2026-06-01,2027-05-31,"Months: 1,2,3 | Weight %: 2.5 | WBS: PY-P01 | Estimated cost: 102850.0 | Document: PY | Status: Not Started"
โครงการย่อย 4 จ.พะเยา,รวบรวมข้อมูลทุติยภูมิและจัดทำฐานข้อมูลระบบสารสนเทศภูมิศาสตร์,โครงการย่อย 4 จ.พะเยา,2026-06-01,2027-05-31,"Months: 1,2,3 | Weight %: 5.0 | WBS: PY-P02 | Estimated cost: 205700.0 | Document: PY | Status: Not Started"
โครงการย่อย 4 จ.พะเยา,ลงพื้นที่สำรวจและประเมินพื้นที่เสี่ยงสูงเพื่อเตรียมติดตั้งเทคโนโลยีต้นแบบ,โครงการย่อย 4 จ.พะเยา,2026-06-01,2027-05-31,"Months: 2,3,4 | Weight %: 7.5 | WBS: PY-P03 | Estimated cost: 308550.0 | Document: PY | Status: Not Started"
โครงการย่อย 4 จ.พะเยา,สนับสนุน/ผลักดันการจัดทำข้อเสนอโครงการเข้าสู่ระบบ Thai Water Plan (อย่างน้อย 10 ตำบล),โครงการย่อย 4 จ.พะเยา,2026-06-01,2027-05-31,"Months: 3,4,5,6 | Weight %: 7.5 | WBS: PY-P04 | Estimated cost: 308550.0 | Document: PY | Status: Not Started"
โครงการย่อย 4 จ.พะเยา,เริ่มติดตั้งเทคโนโลยีโครงการต้นแบบในพื้นที่เสี่ยงสูงที่คัดเลือกแล้ว,โครงการย่อย 4 จ.พะเยา,2026-06-01,2027-05-31,"Months: 3,4,5,6,7,8,9,10 | Weight %: 5.0 | WBS: PY-P05 | Estimated cost: 205700.0 | Document: PY | Status: Not Started"
โครงการย่อย 4 จ.พะเยา,ผลักดันการจัดทำข้อเสนอโครงการเข้าสู่ระบบ Thai Water Plan ให้ครบ 10 ตำบล,โครงการย่อย 4 จ.พะเยา,2026-06-01,2027-05-31,"Months: 7,8,9,10 | Weight %: 5.0 | WBS: PY-P06 | Estimated cost: 205700.0 | Document: PY | Status: Not Started"
โครงการย่อย 4 จ.พะเยา,ติดตามผลการติดตั้งและการใช้งานเทคโนโลยีต้นแบบ พร้อมปรับปรุงแนวปฏิบัติ,โครงการย่อย 4 จ.พะเยา,2026-06-01,2027-05-31,"Months: 7,8,9,10 | Weight %: 5.0 | WBS: PY-P07 | Estimated cost: 205700.0 | Document: PY | Status: Not Started"
โครงการย่อย 4 จ.พะเยา,สรุปผลการผลักดันโครงการเข้าสู่ระบบ Thai Water Plan และบทเรียนการดำเนินงาน,โครงการย่อย 4 จ.พะเยา,2026-06-01,2027-05-31,"Months: 8,9,10,11 | Weight %: 5.0 | WBS: PY-P08 | Estimated cost: 205700.0 | Document: PY | Status: Not Started"
โครงการย่อย 4 จ.พะเยา,จัดทำชุดองค์ความรู้และคู่มือปฏิบัติสำหรับการขยายผล,โครงการย่อย 4 จ.พะเยา,2026-06-01,2027-05-31,"Months: 8,9,10,11,12 | Weight %: 5.0 | WBS: PY-P09 | Estimated cost: 205700.0 | Document: PY | Status: Not Started"
โครงการย่อย 4 จ.พะเยา,การประเมินผลภาพรวม,โครงการย่อย 4 จ.พะเยา,2026-06-01,2027-05-31,"Months: 11,12 | Weight %: 2.5 | WBS: PY-P10 | Estimated cost: 102850.0 | Document: PY | Status: Not Started"
โครงการย่อย 4 จ.พะเยา,การประชุมทีมคณะทำงานจังหวัด,โครงการย่อย 4 จ.พะเยา,2026-06-01,2027-05-31,"Months: 1,2,3,4,5,6,7,8,9,10,11,12 | Weight %: 2.5 | WBS: PY-T01 | Estimated cost: 102850.0 | Document: PY | Status: Not Started"
โครงการย่อย 4 จ.พะเยา,ลงพื้นที่เก็บข้อมูลเพื่อสำรวจความพร้อม ปัญหา Mapping ทรัพยากร พื้นที่ ความเสี่ยง,โครงการย่อย 4 จ.พะเยา,2026-06-01,2027-05-31,"Months: 1,2,3 | Weight %: 5.0 | WBS: PY-T02 | Estimated cost: 205700.0 | Document: PY | Status: Not Started"
โครงการย่อย 4 จ.พะเยา,ศึกษาดูงานและสร้างความเข้าใจผู้บริหารท้องถิ่น เจ้าหน้าที่ อปท. และองค์กรผู้ใช้น้ำพื้นที่เป้าหมาย,โครงการย่อย 4 จ.พะเยา,2026-06-01,2027-05-31,"Months: 3,4 | Weight %: 2.5 | WBS: PY-T03 | Estimated cost: 102850.0 | Document: PY | Status: Not Started"
โครงการย่อย 4 จ.พะเยา,เวทีสร้างความเข้าใจผู้บริหารท้องถิ่น เจ้าหน้าที่ อปท. และองค์กรผู้ใช้น้ำพื้นที่เป้าหมาย,โครงการย่อย 4 จ.พะเยา,2026-06-01,2027-05-31,"Months: 3,4 | Weight %: 5.0 | WBS: PY-T04 | Estimated cost: 205700.0 | Document: PY | Status: Not Started"
โครงการย่อย 4 จ.พะเยา,ทีมคณะทำงานโครงการย่อยเข้าร่วมอบรมเชิงปฏิบัติการกับทีมคณะทำงานส่วนกลาง 2 หลักสูตร จำนวน 4 ครั้ง,โครงการย่อย 4 จ.พะเยา,2026-06-01,2027-05-31,"Months: 5,6 | Weight %: 5.0 | WBS: PY-T05 | Estimated cost: 205700.0 | Document: PY | Status: Not Started"
โครงการย่อย 4 จ.พะเยา,เวทีอบรมเชิงปฏิบัติการระบบเทคโนโลยีดิจิทัลสำหรับการจัดเก็บข้อมูล,โครงการย่อย 4 จ.พะเยา,2026-06-01,2027-05-31,"Months: 6,7,8 | Weight %: 5.0 | WBS: PY-T06 | Estimated cost: 205700.0 | Document: PY | Status: Not Started"
โครงการย่อย 4 จ.พะเยา,เวทีการจัดทำแผนน้ำชุมชนเชื่อมโยงกับแผนพัฒนาท้องถิ่น,โครงการย่อย 4 จ.พะเยา,2026-06-01,2027-05-31,"Months: 6,7,8 | Weight %: 5.0 | WBS: PY-T07 | Estimated cost: 205700.0 | Document: PY | Status: Not Started"
โครงการย่อย 4 จ.พะเยา,จัดทำระบบสารสนเทศน้ำเชิงพื้นที่และประยุกต์ใช้ระบบเทคโนโลยีดิจิทัลให้ผู้บริหาร - เจ้าหน้าที่ ระดับท้องถิ่นใช้ประกอบการจัดทำแผนน้ำตำบล,โครงการย่อย 4 จ.พะเยา,2026-06-01,2027-05-31,"Months: 9,10 | Weight %: 5.0 | WBS: PY-T08 | Estimated cost: 205700.0 | Document: PY | Status: Not Started"
โครงการย่อย 4 จ.พะเยา,สนับสนุนการบริหารจัดการน้ำเชิงพื้นที่และการแก้ไขปัญหาหาด้านน้ำ (ถ่ายเทคโนโลยีเกษตร),โครงการย่อย 4 จ.พะเยา,2026-06-01,2027-05-31,"Months: 9,10 | Weight %: 5.0 | WBS: PY-T09 | Estimated cost: 205700.0 | Document: PY | Status: Not Started"
โครงการย่อย 4 จ.พะเยา,ติดตามหนุนเสริมการดำเนินงาน,โครงการย่อย 4 จ.พะเยา,2026-06-01,2027-05-31,"Months: 1,2,3,4,5,6,7,8,9,10,11,12 | Weight %: 2.5 | WBS: PY-T10 | Estimated cost: 102850.0 | Document: PY | Status: Not Started"
โครงการย่อย 4 จ.พะเยา,เวทีสรุปบทเรียนและถอดบทเรียน การพัฒนาองค์กรผู้ใช้น้ำผ่านกลไกความร่วมมือขององค์กรปกครองส่วนท้องถิ่น,โครงการย่อย 4 จ.พะเยา,2026-06-01,2027-05-31,"Months: 11,12 | Weight %: 5.0 | WBS: PY-T11 | Estimated cost: 205700.0 | Document: PY | Status: Not Started"
โครงการย่อย 4 จ.พะเยา,สรุปบทเรียนการดำเนินงานและสังเคราะห์ความรู้เพื่อวัดผลลัพธ์ที่เกิดขึ้นจากการดำเนินโครงการ,โครงการย่อย 4 จ.พะเยา,2026-06-01,2027-05-31,Months: 12 | Weight %: 2.5 | WBS: PY-T12 | Estimated cost: 102850.0 | Document: PY | Status: Not Started
ชุดโครงการ (4 จังหวัด),จัดตั้ง/ขับเคลื่อนคณะทำงานระดับจังหวัด และจัดระบบข้อมูลกลางเพื่อการตัดสินใจ,การขับเคลื่อนยุทธศาสตร์น้ำมั่นคง ภาคเหนือตอนบน (4 จังหวัด),2026-06-01,2027-05-31,"Months: 1,2,3 | Weight %: 0.9851 | WBS: CM-P01 | Estimated cost: 204150.0 | Document: FULL | Status: Completed"
ชุดโครงการ (4 จังหวัด),รวบรวมข้อมูลทุติยภูมิและจัดทำฐานข้อมูลระบบสารสนเทศภูมิศาสตร์,การขับเคลื่อนยุทธศาสตร์น้ำมั่นคง ภาคเหนือตอนบน (4 จังหวัด),2026-06-01,2027-05-31,"Months: 1,2,3 | Weight %: 1.9703 | WBS: CM-P02 | Estimated cost: 408300.0 | Document: FULL | Status: Completed"
ชุดโครงการ (4 จังหวัด),ลงพื้นที่สำรวจและประเมินพื้นที่เสี่ยงสูงเพื่อเตรียมติดตั้งเทคโนโลยีต้นแบบ,การขับเคลื่อนยุทธศาสตร์น้ำมั่นคง ภาคเหนือตอนบน (4 จังหวัด),2026-06-01,2027-05-31,"Months: 2,3,4 | Weight %: 2.9554 | WBS: CM-P03 | Estimated cost: 612450.0 | Document: FULL | Status: Completed"
ชุดโครงการ (4 จังหวัด),สนับสนุน/ผลักดันการจัดทำข้อเสนอโครงการเข้าสู่ระบบ Thai Water Plan (อย่างน้อย 10 ตำบล),การขับเคลื่อนยุทธศาสตร์น้ำมั่นคง ภาคเหนือตอนบน (4 จังหวัด),2026-06-01,2027-05-31,"Months: 3,4,5,6 | Weight %: 2.9554 | WBS: CM-P04 | Estimated cost: 612450.0 | Document: FULL | Status: Not Started"
ชุดโครงการ (4 จังหวัด),เริ่มติดตั้งเทคโนโลยีโครงการต้นแบบในพื้นที่เสี่ยงสูงที่คัดเลือกแล้ว,การขับเคลื่อนยุทธศาสตร์น้ำมั่นคง ภาคเหนือตอนบน (4 จังหวัด),2026-06-01,2027-05-31,"Months: 3,4,5,6,7,8,9,10 | Weight %: 1.9703 | WBS: CM-P05 | Estimated cost: 408300.0 | Document: FULL | Status: Not Started"
ชุดโครงการ (4 จังหวัด),ผลักดันการจัดทำข้อเสนอโครงการเข้าสู่ระบบ Thai Water Plan ให้ครบ 10 ตำบล,การขับเคลื่อนยุทธศาสตร์น้ำมั่นคง ภาคเหนือตอนบน (4 จังหวัด),2026-06-01,2027-05-31,"Months: 7,8,9,10 | Weight %: 1.9703 | WBS: CM-P06 | Estimated cost: 408300.0 | Document: FULL | Status: Not Started"
ชุดโครงการ (4 จังหวัด),ติดตามผลการติดตั้งและการใช้งานเทคโนโลยีต้นแบบ พร้อมปรับปรุงแนวปฏิบัติ,การขับเคลื่อนยุทธศาสตร์น้ำมั่นคง ภาคเหนือตอนบน (4 จังหวัด),2026-06-01,2027-05-31,"Months: 7,8,9,10 | Weight %: 1.9703 | WBS: CM-P07 | Estimated cost: 408300.0 | Document: FULL | Status: Not Started"
ชุดโครงการ (4 จังหวัด),สรุปผลการผลักดันโครงการเข้าสู่ระบบ Thai Water Plan และบทเรียนการดำเนินงาน,การขับเคลื่อนยุทธศาสตร์น้ำมั่นคง ภาคเหนือตอนบน (4 จังหวัด),2026-06-01,2027-05-31,"Months: 8,9,10,11 | Weight %: 1.9703 | WBS: CM-P08 | Estimated cost: 408300.0 | Document: FULL | Status: Not Started"
ชุดโครงการ (4 จังหวัด),จัดทำชุดองค์ความรู้และคู่มือปฏิบัติสำหรับการขยายผล,การขับเคลื่อนยุทธศาสตร์น้ำมั่นคง ภาคเหนือตอนบน (4 จังหวัด),2026-06-01,2027-05-31,"Months: 8,9,10,11,12 | Weight %: 1.9703 | WBS: CM-P09 | Estimated cost: 408300.0 | Document: FULL | Status: Not Started"
ชุดโครงการ (4 จังหวัด),การประเมินผลภาพรวม,การขับเคลื่อนยุทธศาสตร์น้ำมั่นคง ภาคเหนือตอนบน (4 จังหวัด),2026-06-01,2027-05-31,"Months: 11,12 | Weight %: 0.9851 | WBS: CM-P10 | Estimated cost: 204150.0 | Document: FULL | Status: Not Started"
ชุดโครงการ (4 จังหวัด),การประชุมทีมคณะทำงานจังหวัด,การขับเคลื่อนยุทธศาสตร์น้ำมั่นคง ภาคเหนือตอนบน (4 จังหวัด),2026-06-01,2027-05-31,"Months: 1,2,3,4,5,6,7,8,9,10,11,12 | Weight %: 0.9851 | WBS: CM-T01 | Estimated cost: 204150.0 | Document: FULL | Status: Completed"
ชุดโครงการ (4 จังหวัด),ลงพื้นที่เก็บข้อมูลเพื่อสำรวจความพร้อม ปัญหา Mapping ทรัพยากร พื้นที่ ความเสี่ยง,การขับเคลื่อนยุทธศาสตร์น้ำมั่นคง ภาคเหนือตอนบน (4 จังหวัด),2026-06-01,2027-05-31,"Months: 1,2,3 | Weight %: 1.9703 | WBS: CM-T02 | Estimated cost: 408300.0 | Document: FULL | Status: Completed"
ชุดโครงการ (4 จังหวัด),ศึกษาดูงานและสร้างความเข้าใจผู้บริหารท้องถิ่น เจ้าหน้าที่ อปท. และองค์กรผู้ใช้น้ำพื้นที่เป้าหมาย,การขับเคลื่อนยุทธศาสตร์น้ำมั่นคง ภาคเหนือตอนบน (4 จังหวัด),2026-06-01,2027-05-31,"Months: 3,4 | Weight %: 0.9851 | WBS: CM-T03 | Estimated cost: 204150.0 | Document: FULL | Status: Not Started"
ชุดโครงการ (4 จังหวัด),เวทีสร้างความเข้าใจผู้บริหารท้องถิ่น เจ้าหน้าที่ อปท. และองค์กรผู้ใช้น้ำพื้นที่เป้าหมาย,การขับเคลื่อนยุทธศาสตร์น้ำมั่นคง ภาคเหนือตอนบน (4 จังหวัด),2026-06-01,2027-05-31,"Months: 3,4 | Weight %: 1.9703 | WBS: CM-T04 | Estimated cost: 408300.0 | Document: FULL | Status: Not Started"
ชุดโครงการ (4 จังหวัด),ทีมคณะทำงานโครงการย่อยเข้าร่วมอบรมเชิงปฏิบัติการกับทีมคณะทำงานส่วนกลาง 2 หลักสูตร จำนวน 4 ครั้ง,การขับเคลื่อนยุทธศาสตร์น้ำมั่นคง ภาคเหนือตอนบน (4 จังหวัด),2026-06-01,2027-05-31,"Months: 5,6 | Weight %: 1.9703 | WBS: CM-T05 | Estimated cost: 408300.0 | Document: FULL | Status: Not Started"
ชุดโครงการ (4 จังหวัด),เวทีอบรมเชิงปฏิบัติการระบบเทคโนโลยีดิจิทัลสำหรับการจัดเก็บข้อมูล,การขับเคลื่อนยุทธศาสตร์น้ำมั่นคง ภาคเหนือตอนบน (4 จังหวัด),2026-06-01,2027-05-31,"Months: 6,7,8 | Weight %: 1.9703 | WBS: CM-T06 | Estimated cost: 408300.0 | Document: FULL | Status: Not Started"
ชุดโครงการ (4 จังหวัด),เวทีการจัดทำแผนน้ำชุมชนเชื่อมโยงกับแผนพัฒนาท้องถิ่น,การขับเคลื่อนยุทธศาสตร์น้ำมั่นคง ภาคเหนือตอนบน (4 จังหวัด),2026-06-01,2027-05-31,"Months: 6,7,8 | Weight %: 1.9703 | WBS: CM-T07 | Estimated cost: 408300.0 | Document: FULL | Status: Not Started"
ชุดโครงการ (4 จังหวัด),จัดทำระบบสารสนเทศน้ำเชิงพื้นที่และประยุกต์ใช้ระบบเทคโนโลยีดิจิทัลให้ผู้บริหาร - เจ้าหน้าที่ ระดับท้องถิ่นใช้ประกอบการจัดทำแผนน้ำตำบล,การขับเคลื่อนยุทธศาสตร์น้ำมั่นคง ภาคเหนือตอนบน (4 จังหวัด),2026-06-01,2027-05-31,"Months: 9,10 | Weight %: 1.9703 | WBS: CM-T08 | Estimated cost: 408300.0 | Document: FULL | Status: Not Started"
ชุดโครงการ (4 จังหวัด),สนับสนุนการบริหารจัดการน้ำเชิงพื้นที่และการแก้ไขปัญหาหาด้านน้ำ (ถ่ายเทคโนโลยีเกษตร),การขับเคลื่อนยุทธศาสตร์น้ำมั่นคง ภาคเหนือตอนบน (4 จังหวัด),2026-06-01,2027-05-31,"Months: 9,10 | Weight %: 1.9703 | WBS: CM-T09 | Estimated cost: 408300.0 | Document: FULL | Status: Not Started"
ชุดโครงการ (4 จังหวัด),ติดตามหนุนเสริมการดำเนินงาน,การขับเคลื่อนยุทธศาสตร์น้ำมั่นคง ภาคเหนือตอนบน (4 จังหวัด),2026-06-01,2027-05-31,"Months: 1,2,3,4,5,6,7,8,9,10,11,12 | Weight %: 0.9851 | WBS: CM-T10 | Estimated cost: 204150.0 | Document: FULL | Status: Completed"
ชุดโครงการ (4 จังหวัด),เวทีสรุปบทเรียนและถอดบทเรียนการพัฒนาองค์กรผู้ใช้น้ำผ่านกลไกความร่วมมือขององค์กรปกครองส่วนท้องถิ่น,การขับเคลื่อนยุทธศาสตร์น้ำมั่นคง ภาคเหนือตอนบน (4 จังหวัด),2026-06-01,2027-05-31,"Months: 11,12 | Weight %: 1.9703 | WBS: CM-T11 | Estimated cost: 408300.0 | Document: FULL | Status: Not Started"
ชุดโครงการ (4 จังหวัด),สรุปบทเรียนการดำเนินงานและสังเคราะห์ความรู้เพื่อวัดผลลัพธ์ที่เกิดขึ้นจากการดำเนินโครงการ,การขับเคลื่อนยุทธศาสตร์น้ำมั่นคง ภาคเหนือตอนบน (4 จังหวัด),2026-06-01,2027-05-31,Months: 12 | Weight %: 0.9851 | WBS: CM-T12 | Estimated cost: 204150.0 | Document: FULL | Status: Not Started
ชุดโครงการ (4 จังหวัด),จัดตั้ง/ขับเคลื่อนคณะทำงานระดับจังหวัด และจัดระบบข้อมูลกลางเพื่อการตัดสินใจ,การขับเคลื่อนยุทธศาสตร์น้ำมั่นคง ภาคเหนือตอนบน (4 จังหวัด),2026-06-01,2027-05-31,"Months: 1,2,3 | Weight %: 0.5142 | WBS: CR-P01 | Estimated cost: 106550.0 | Document: FULL | Status: Not Started"
ชุดโครงการ (4 จังหวัด),รวบรวมข้อมูลทุติยภูมิและจัดทำฐานข้อมูลระบบสารสนเทศภูมิศาสตร์,การขับเคลื่อนยุทธศาสตร์น้ำมั่นคง ภาคเหนือตอนบน (4 จังหวัด),2026-06-01,2027-05-31,"Months: 1,2,3 | Weight %: 1.0283 | WBS: CR-P02 | Estimated cost: 213100.0 | Document: FULL | Status: Not Started"
ชุดโครงการ (4 จังหวัด),ลงพื้นที่สำรวจและประเมินพื้นที่เสี่ยงสูงเพื่อเตรียมติดตั้งเทคโนโลยีต้นแบบ,การขับเคลื่อนยุทธศาสตร์น้ำมั่นคง ภาคเหนือตอนบน (4 จังหวัด),2026-06-01,2027-05-31,"Months: 2,3,4 | Weight %: 1.5425 | WBS: CR-P03 | Estimated cost: 319650.0 | Document: FULL | Status: Not Started"
ชุดโครงการ (4 จังหวัด),สนับสนุน/ผลักดันการจัดทำข้อเสนอโครงการเข้าสู่ระบบ Thai Water Plan (อย่างน้อย 10 ตำบล),การขับเคลื่อนยุทธศาสตร์น้ำมั่นคง ภาคเหนือตอนบน (4 จังหวัด),2026-06-01,2027-05-31,"Months: 3,4,5,6 | Weight %: 1.5425 | WBS: CR-P04 | Estimated cost: 319650.0 | Document: FULL | Status: Not Started"
ชุดโครงการ (4 จังหวัด),เริ่มติดตั้งเทคโนโลยีโครงการต้นแบบในพื้นที่เสี่ยงสูงที่คัดเลือกแล้ว,การขับเคลื่อนยุทธศาสตร์น้ำมั่นคง ภาคเหนือตอนบน (4 จังหวัด),2026-06-01,2027-05-31,"Months: 3,4,5,6,7,8,9,10 | Weight %: 1.0283 | WBS: CR-P05 | Estimated cost: 213100.0 | Document: FULL | Status: Not Started"
ชุดโครงการ (4 จังหวัด),ผลักดันการจัดทำข้อเสนอโครงการเข้าสู่ระบบ Thai Water Plan ให้ครบ 10 ตำบล,การขับเคลื่อนยุทธศาสตร์น้ำมั่นคง ภาคเหนือตอนบน (4 จังหวัด),2026-06-01,2027-05-31,"Months: 7,8,9,10 | Weight %: 1.0283 | WBS: CR-P06 | Estimated cost: 213100.0 | Document: FULL | Status: Not Started"
ชุดโครงการ (4 จังหวัด),ติดตามผลการติดตั้งและการใช้งานเทคโนโลยีต้นแบบ พร้อมปรับปรุงแนวปฏิบัติ,การขับเคลื่อนยุทธศาสตร์น้ำมั่นคง ภาคเหนือตอนบน (4 จังหวัด),2026-06-01,2027-05-31,"Months: 7,8,9,10 | Weight %: 1.0283 | WBS: CR-P07 | Estimated cost: 213100.0 | Document: FULL | Status: Not Started"
ชุดโครงการ (4 จังหวัด),สรุปผลการผลักดันโครงการเข้าสู่ระบบ Thai Water Plan และบทเรียนการดำเนินงาน,การขับเคลื่อนยุทธศาสตร์น้ำมั่นคง ภาคเหนือตอนบน (4 จังหวัด),2026-06-01,2027-05-31,"Months: 8,9,10,11 | Weight %: 1.0283 | WBS: CR-P08 | Estimated cost: 213100.0 | Document: FULL | Status: Not Started"
ชุดโครงการ (4 จังหวัด),จัดทำชุดองค์ความรู้และคู่มือปฏิบัติสำหรับการขยายผล,การขับเคลื่อนยุทธศาสตร์น้ำมั่นคง ภาคเหนือตอนบน (4 จังหวัด),2026-06-01,2027-05-31,"Months: 8,9,10,11,12 | Weight %: 1.0283 | WBS: CR-P09 | Estimated cost: 213100.0 | Document: FULL | Status: Not Started"
ชุดโครงการ (4 จังหวัด),การประเมินผลภาพรวม,การขับเคลื่อนยุทธศาสตร์น้ำมั่นคง ภาคเหนือตอนบน (4 จังหวัด),2026-06-01,2027-05-31,"Months: 11,12 | Weight %: 0.5142 | WBS: CR-P10 | Estimated cost: 106550.0 | Document: FULL | Status: Not Started"
ชุดโครงการ (4 จังหวัด),การประชุมทีมคณะทำงานจังหวัด,การขับเคลื่อนยุทธศาสตร์น้ำมั่นคง ภาคเหนือตอนบน (4 จังหวัด),2026-06-01,2027-05-31,"Months: 1,2,3,4,5,6,7,8,9,10,11,12 | Weight %: 0.5142 | WBS: CR-T01 | Estimated cost: 106550.0 | Document: FULL | Status: Not Started"
